"","numbers","contents","categories","dates","peoples"
"3633","441322","지적장애 미성년자 성폭행 임신&출산&양육","인권/성평등","2020-04-15","10,089"
"3634","441321","한국인만 해고? 중국 동방항공 한국인 승무원에 관심가져야 할 때 입니다.","외교/통일/국방","2020-04-15","505"
"3635","441320","5급공채 시험 및 각종 임용시험 자격시험의 추가접수를 희망합니다.","기타","2020-04-15","126"
"3636","441319","노인 주야간보호센터에 장애인 주차증 발급이 절실합니다.","육아/교육","2020-04-15","494"
"3637","441318","해외교민들에게 의료마스크 보낼 수 있게 해주세요.","보건복지","2020-04-15","1,708"
"3638","441317","[무인민원발급기 활용 마스크 보급] 방법을 검토해 주세요.","보건복지","2020-04-15","139"
"3639","441316","소상공인 월세지원은 건물주에게 지원하는 것이 아니라 직접 지원해 줄것을 청원합니다","행정","2020-04-15","315"
"3640","441315","코로나로부터 아이들을 지키기 위해 9월 신학기제로 변경해 주십시오.","육아/교육","2020-04-15","15,249"
"3641","441314","개학 연기 건","육아/교육","2020-04-15","508"
"3642","441313","LH공사의 사망승계 제도개선을 청원합니다","행정","2020-04-15","158"
"3643","441312","엉터리 신천지 교육생 명단 처벌해주세요","행정","2020-04-15","346"
"3644","441311","온라인 세무상담","행정","2020-04-15","153"
"3645","441310","문재인 대통령의 감봉을 청원합니다","정치개혁","2020-04-15","1,378"
"3646","441309","이촌 파출소를 지켜주세요","안전/환경","2020-04-15","1,114"
"3647","441308","공매도 폐지 / 시장조성자 폐지 / 은성수 금융위원장 문책","경제민주화","2020-04-15","12,496"
"3648","441307","***** 2.0 mpi 엔진 심각합니다","안전/환경","2020-04-15","155"
"3649","441306","공매도 6개월 금지,,,시장조성자는 예외라면,,,하나마나 아닌가요???","기타","2020-04-15","3,053"
"3650","441305","코로나19로인한 자영업자피해 실질적인지원부탁드립니다!","경제민주화","2020-04-15","300"
"3651","441304","대통령에게 사기 친 금융위원장 - 공매도 사기","경제민주화","2020-04-15","27,745"
"3652","441303","국회의원을 비롯한 고위공직자는 코로나 종식때까지 월급의 20%를 자진 삭감해주세요.","정치개혁","2020-04-15","7,300"
"3653","441302","[코로나(COVID-19) 인간독감 무료예방 백신! 태풍海水증기 허파꽈리소독 요법]  [문대통령] 비상한 경제시국... 모든 수단 동원해야~  대한민국 과학인 제11298661호","보건복지","2020-04-15","125"
"3654","441301","'신천지'를 압수수색하라!","보건복지","2020-04-15","699"
"3655","441300","국내 동성혼을 허용해 주세요.","인권/성평등","2020-04-15","1,698"
"3656","441299","학원도 휴원 해야된다","보건복지","2020-04-15","657"
"3657","441298","베트남 이주 여성입니다. 집주인 목사님이 전세보증금을 안돌려줘요.","인권/성평등","2020-04-15","1,275"
"3658","441297","서구 미*** 의료사고","기타","2020-04-15","1,362"
"3659","441296","****** 매각을 막아주세요","경제민주화","2020-04-15","488"
"3660","441295","1차 시공사의 최저 입찰제로 인한 피해가 고스란히 작업자에게 옵니다.","교통/건축/국토","2020-04-15","905"
"3661","441294","코로나 19 사태를 악용한 병원갑질 강제 전원 조치를 규탄한다 [중앙의료원이 이렇게 비윤리적 무책임한 의료기관인가?]","인권/성평등","2020-04-12","459"
"3662","441293","유투브채널 '*** **' 백모씨를 고발합니다. 국론분열의 책임!","문화/예술/체육/언론","2020-04-12","921"
"3663","441292","국회의원 월급을 3개월간 30프로라도 삭감,기부하세요","행정","2020-04-12","9,348"
"3664","441291","윤석열 검찰 총장을 당장 파면해 주십시요.","정치개혁","2020-04-12","21,759"
"3665","441290","대구시의 특별감사, 감찰을 요구합니다","행정","2020-04-12","83,315"
"3666","441289","문재인 대통령님의  해안을 바랍니다. 이 정도로 상식에 입각하지 않은채로 국정운영하는 이유를 해명해 주십시요.","정치개혁","2020-04-12","3,648"
"3667","441288","성전환 수술, 즉 외부성기 수술 없이도 남녀 성별을 변경하는 성별정정을 막아 주십시오.","인권/성평등","2020-04-12","223,769"
"3668","441287","함평군수 보궐선거 금권선거 의혹, 선관위의 철저하고 조속한 조사를 청원합니다.","정치개혁","2020-04-12","587"
"3669","441286","문재인 대통령의 퇴진을 강력하게 요구합니다.","정치개혁","2020-04-12","4,693"
"3670","441285","마스크를 주1회 가족수만큼 배송 바랍니다.","보건복지","2020-04-12","1,879"
"3671","441284","애견 '동반'이 가능한 카페, 음식점의 법안을 제정해주세요.","반려동물","2020-04-12","662"
"3672","441283","한부모가정을 위한 일 <U+30FB> 가정 양립 지원 제도를 개선해주세요.","육아/교육","2020-04-12","607"
"3673","441282","가짜 뉴스를 줄이기 위한 소심한 제안","문화/예술/체육/언론","2020-04-12","659"
"3674","441281","착한 임대인운동에  ‘착한은행’으로 응답해 주십시오","성장동력","2020-04-12","583"
"3675","441280","코로나 사태 해결을 위해서 현 보건복지부 장관을 경질하시고, 중국인 입국 금지 및 한국내 중국인 전체를 코로나 검사 후 2주간 자가격리 해주세요","보건복지","2020-04-12","1,391"
"3676","441279","코로나 긴급 대출, 정말 긴급인가요?","행정","2020-04-12","1,047"
"3677","441278","코로나19 역학조사 자동화 시스템 구축 제안","보건복지","2020-04-12","257"
"3678","441277","발레리노 *** 국립발레단에 퇴출시켜 주세요","문화/예술/체육/언론","2020-04-12","557"
"3679","441276","국세청의 개인재산권 유린(약탈)행위에 국민이 죽어갑니다.","행정","2020-04-12","351"
"3680","441275","관악구청 코로나 확진자에 대한 동선 공개 개선 바랍니다.","보건복지","2020-04-12","1,821"
"3681","441274","콜쎈터 당분간휴업했으면 좋겠어요","안전/환경","2020-04-12","1,031"
"3682","441273","전국 유초중고 개학을 추가 연장하여 주십시기를 부탁드립니다.","육아/교육","2020-04-12","8,354"
"3683","441272","세종시청 코로나 확진자동선 무의미 알림","안전/환경","2020-04-12","3,351"
"3684","441271","대구ㆍ경북 코로나19 특별재난지역 선포를 촉구합니다.","보건복지","2020-04-12","523"
"3685","441270","사업주를 위한 법도 제정해주세요.","행정","2020-04-12","597"
"3686","441269","공항관련 직장인 무급휴직자 지원요청","일자리","2020-04-12","2,930"
"3687","441268","코로나19 바이러스 재난위기 건강보험료 감액요청","행정","2020-04-12","572"
"3688","441267","자동차 배가가스 등급제 오류 정정신청","안전/환경","2020-04-12","209"
"3689","441266","이륜차 풀배기 머플러 구조변경(튜닝) 규제 때문에 국내 이륜차 관련업체들의 피해가 심각합니다","성장동력","2020-04-12","796"
"3690","441265","경운기 및 트렉터 등 농기계가 도로 교통수단으로 이용할때  차와 같은 처벌을 원합니다.","교통/건축/국토","2020-04-12","275"
"3691","441264","저희 강아지를 죽인 살인자에게 처벌을 내려주세요.","반려동물","2020-04-12","1,752"
"3692","441263","성남시 수정구 힐스테이트위례아파트 621세대의 아파트단지에 1곳뿐인 신규 어린이집 개원의 어려움","육아/교육","2020-04-12","300"
"3693","441262","공매도 폐지 / 대주주 양도소득세 완화","경제민주화","2020-04-12","5,758"
"3694","441261","초중고생들은 공적마스크를 학교에서 구입할 수 있게 해주세요","보건복지","2020-04-11","2,258"
"3695","441260","코로나로 인한 대중교통 시내버스의 정부 보조금 지급의 건","교통/건축/국토","2020-04-11","1,393"
"3696","441259","해외 유학생에게 마스크를 최소한이라도 배송 할 수 있게 마스크 해외 반출 금지를 완화해 주세요","보건복지","2020-04-11","2,174"
"3697","441258","대구시와 신천지의 커넥션이 있는지 수사요청  합니다.","행정","2020-04-11","2,441"
"3698","441257","배아연구 허용 해주세요.","보건복지","2020-04-11","363"
"3699","441256","대국.경북.콜센터는 죄인이 아닙니다.","인권/성평등","2020-04-11","534"
"3700","441255","재일 조선학교 학생들에게 마스크를 보내주세요!","외교/통일/국방","2020-04-11","2,065"
"3701","441254","임산부에게도 마스크 대리구매 및 우선구매를 요청합니다.","보건복지","2020-04-11","613"
"3702","441253","학생들의 방학을 돌려주세요","육아/교육","2020-04-11","2,414"
"3703","441252","채용 갑질 항공사 '******'의 채용 절차 규제 및 항공운송사업 면허 재검토를 청원합니다.","일자리","2020-04-11","1,202"
"3704","441251","박능후 보건복지부장관과 강경화 외교부장관을 탄핵합시다","외교/통일/국방","2020-04-11","3,594"
"3705","441250","경북대 기숙사 생활격리센터 실체","보건복지","2020-04-11","245"
"3706","441249","윤석렬 총장에 대한 법무부 감찰을 요청합니다","기타","2020-04-11","156,433"
"3707","441248","코로나로인해 매출0% 강사급여0원이 된  특별활동 강사파견 업체를 지원해주세요!","일자리","2020-04-11","1,263"
"3708","441247","코로나19로 위기에 처한  국민들을위해 국회의원들의 월급반납 또는 삭감을  건의합니다","기타","2020-04-11","439,648"
"3709","441246","해외 유학생 자녀에게 아껴서 모은 마스크 배송 금지 해제","보건복지","2020-04-11","1,313"
"3710","441245","날마다 칭찬해 주시는 대통령님 그러나 현장을 희롱하는 사무관,  우리는 너무도 안녕하지 못합니다.","보건복지","2020-04-11","3,925"
"3711","441244","코로나19 3차 개학연기","육아/교육","2020-04-11","7,951"
"3712","441243","질병치료목적ㅡ직장휴가불인정","인권/성평등","2020-04-11","1,217"
"3713","441242","대구시 로고 교체비용 3억5천!, 비리 조사해주세요","행정","2020-04-11","1,208"
"3714","441241","국가재난기본소득으로 50~100만원 힘든 국민들에게 지급을 청원합니다.","보건복지","2020-04-11","3,240"
"3715","441240","마스크 100만장을 생산하는 개성공단을 다시 열 것을 청원합니다","외교/통일/국방","2020-04-11","2,223"
"3716","441239","#한글영문표기법","미래","2020-04-11","192"
"3717","441238","마스크를 꼭 약국에서 사야합니까?","보건복지","2020-04-11","1,117"
"3718","441237","모든 사업자의 2020년 상반기 부가가치세를 감면하여 주십시요!!!!","일자리","2020-04-11","24,130"
"3719","441236","전국 초중고 개학을 조금만 더 연기해주세요.","육아/교육","2020-04-11","8,589"
"3720","441235","세법상장애인이나 중증환자 환자들의 마스크 대리구매도 허용해주세요","보건복지","2020-04-11","629"
"3721","441234","***** 서버종료후 고객환불","문화/예술/체육/언론","2020-04-11","665"
"3722","441233","불법 약물 사용자 *** 씨를 처벌해 주세요","보건복지","2020-04-11","447"
"3723","441232","근로기준법(주52시간 근무 제한)을 지키지 않는 사업주를 강력하게 처벌할 것을 요청합니다","일자리","2020-04-11","517"
"3724","441231","야간 전조등 끄고 달리는 '스텔스'차량 처벌 강화해주세요.","교통/건축/국토","2020-04-11","635"
"3725","441230","청주시는 도청과 힘을 합쳐 지하철을 추진해주세요. 트램은 싫습니다.","교통/건축/국토","2020-04-11","187"
"3726","441229","공매도의 관련 모든것을 다 재검토 해주세요","경제민주화","2020-04-11","2,144"
"3727","441228","누구를 위해서 종을 울리나?","일자리","2020-04-11","607"
"3728","441227","■정부는 즉각""공매도""금지하세요","정치개혁","2020-04-11","1,750"
"3729","441226","방송통신대 로스쿨 개설을 원합니다.","육아/교육","2020-04-11","670"
"3730","441225","원장님들,학부모님들,저희 어린이집좀 살려주세요...","육아/교육","2020-04-11","287"
"3731","441224","마스크 배포를 주민자치센터에서 시행해 주시길 제안합니다.","보건복지","2020-04-10","2,451"
"3732","441223","공매도 금지 청원 합니다.","경제민주화","2020-04-10","3,037"
"3733","441222","3월 10일 박근혜 탄핵일을 촛불항쟁 기념일로 제정하길 청원 합니다.","미래","2020-04-10","1,086"
"3734","441221","국민개헌 발안권 ‘원포인트 개헌안’의 위헌심사 요청","정치개혁","2020-04-10","1,432"
"3735","441220","공적마스크 공급량 확충 및 공급방법 제안합니다!","보건복지","2020-04-10","521"
"3736","441219","제발 주식시장 공매도 제도를 없애든지 공평하게 수정을 해주시든지 ...","경제민주화","2020-04-10","2,436"
"3737","441218","소상공인의 마지막 골든타임","행정","2020-04-10","2,910"
"3738","441217","마스크 공급체계 개선","보건복지","2020-04-10","31,117"
"3739","441216","남녀고용평등법에있어 친,외가 차별금지법 요청","인권/성평등","2020-04-10","359"
"3740","441215","이시국에 야간근무를 진행하는 **** ****팀","일자리","2020-04-10","238"
"3741","441214","코로나19 로 인한 사회 재난으로 인한 중소기업 재정난 해소를 위해 공공기관 납기지연 지체상금 부과율 완화를 청원합니다.","기타","2020-04-10","216"
"3742","441213","100만원의 「재난기본소득」을 지급해 주시길 바랍니다.","성장동력","2020-04-10","5,296"
"3743","441212","면세점에서 제품을 판매하고 있습니다.","기타","2020-04-10","228"
"3744","441211","마스크 공급량이 안정화 될 때까지 주민센터에서만 마스크를 판매해 주세요.","보건복지","2020-04-10","830"
"3745","441210","안성시는 코로나 확진자 동선을 제대로 공개하주세요","안전/환경","2020-04-10","2,219"
"3746","441209","언론인 김어준의 퇴출 청원에 반대합니다.","문화/예술/체육/언론","2020-04-10","3,761"
"3747","441208","[국민청원]이제 우리는 매일 중앙선을 넘어서 마을과 일터로 갑니다","교통/건축/국토","2020-04-10","156"
"3748","441207","국토교통부 ******과장의 부당한 보복행위를 고발합니다","행정","2020-04-10","412"
"3749","441206","효율적인 마스크 재사용 방법을 제안 합니다.","보건복지","2020-04-10","174"
"3750","441205","헌법 제20조 개정요청(국민피해끼치는 종교자유제한)","기타","2020-04-10","496"
"3751","441204","경상북도 이철우 도지사를 탄핵하고 무분별한 코호트 격리 당장 철회 하여 주십시요!!","보건복지","2020-04-10","566"
"3752","441203","코로나 임산부관리 좀더 철저히 관리부탁드립니다","보건복지","2020-04-10","1,556"
"3753","441202","마스크 지급을 제대로 해 주세요","보건복지","2020-04-10","607"
"3754","441201","고등학교 여름방학일정 조정","육아/교육","2020-04-10","423"
"3755","441200","코로나19, 중소기업의 대출금 상환 동결 또는 유예 부탁드립니다.","행정","2020-04-10","198"
"3756","441199","학교 개학을 4월로 미뤄주세요","육아/교육","2020-04-10","4,925"
"3757","441198","알콜솜 가격을 내려주세요","보건복지","2020-04-10","255"
"3758","441197","학교에서 나눠 주세요","안전/환경","2020-04-10","430"
"3759","441196","반려견 외출시 소형견도 입마개 의무화 해주세요","반려동물","2020-04-10","699"
"3760","441195","지역주택조합원 아파트 취득시 일반 주택 세율 변경 요청","교통/건축/국토","2020-04-10","3,531"
"3761","441194","선의의 피해자를  무시하는 건설사를 처벌해주세요","교통/건축/국토","2020-04-10","217"
"3762","441193","*****네트웍스 대표이사 이**을 사기 및 특경법으로 처벌해 주세요","교통/건축/국토","2020-04-10","274"
"3763","441192","유은혜를 교육부에서 퇴출시켜주십시오.","육아/교육","2020-04-09","45,228"
"3764","441191","재난기본소득 100만원 지급으로 코로나19 위기를 극복합시다","보건복지","2020-04-09","39,843"
"3765","441190","보이스피싱 단속 강화해주세요","안전/환경","2020-04-09","807"
"3766","441189","마스크 가족대표가 주1회 일괄구매 방안","안전/환경","2020-04-09","1,673"
"3767","441188","대통령께 바란다(코로나 대처법 제안)","보건복지","2020-04-09","315"
"3768","441187","무도한 미국정부의 부당한 방위비 협상안에 반대하는  어느 한국인 직원의 청원 .","외교/통일/국방","2020-04-09","859"
"3769","441186","방학중비상시 교육공무직에게 가해지는 교육부, 교육청의 복무차별 바로잡아주세요.","육아/교육","2020-04-09","7,268"
"3770","441185","신천지를 통해 확산된 코로라19 피해! 신천지에 구상권청구를 요구한다","보건복지","2020-04-09","2,569"
"3771","441184","신천지인들 때문에 많은혈세를 낭비했는데 신천지에서 그혈세를  대신 내야합니다","기타","2020-04-09","1,815"
"3772","441183","일본 입국금지에 따른 대한민국 정부의 대응 반일 프레임 그만 하세요","외교/통일/국방","2020-04-09","1,416"
"3773","441182","코로나19 사태에 대한 책임자 처벌을 촉구합니다.","보건복지","2020-04-09","1,470"
"3774","441181","일본을 대상으로한 사증(비자) 면제 조치와 이미 발급된 사증의 효력을 정지시키는 감적적인 외교대응을 철회해 주십시오!","외교/통일/국방","2020-04-09","530"
"3775","441180","""아이들의 생명과 안전, 건강을 담보로 공사를 강행하는 LH공사를 멈춰주십시요!""","안전/환경","2020-04-09","1,038"
"3776","441179","문재인 대통령의 진심어린 사과가 필요합니다","보건복지","2020-04-09","3,128"
"3777","441178","문대통령과 고위인사들 직접 마스크 구매하시는 거 보고 싶습니다","보건복지","2020-04-09","1,462"
"3778","441177","공적 마스크의 약국유통에 대한 특혜 의혹 조사를 바랍니다.","정치개혁","2020-04-09","2,324"
"3779","441176","금융위원장 교체청원","경제민주화","2020-04-09","8,175"
"3780","441175","공매도 폐지에 미온적인 은성수 금융위원장 경질을 요구합니다","행정","2020-04-09","1,593"
"3781","441174","코로나19 치료 수액 중 포도당 중독 성분 배제를 긴급 요청합니다","보건복지","2020-04-09","138"
"3782","441173","**의 *** 씨의 오빠와 어머니의 소송에서 동생 측의 주장을 인정해야","기타","2020-04-09","3,228"
"3783","441172","공영홈쇼핑의 국민 대사기극...","보건복지","2020-04-09","1,119"
"3784","441171","신천지는 이**는 신도들에게 생활치료센터 입소, 자발적 신고와 진단검사에 응하도록 직접 말하라!","보건복지","2020-04-09","442"
"3785","441170","마스크 공급문제 해결에 대하여","행정","2020-04-09","465"
"3786","441169","코로나19로 힘든 대구 영세자영업자 지원정책","행정","2020-04-09","338"
"3787","441168","코로나19. 택시기사님들도 건강하고 싶습니다. 위생불량시 한시적 승차거부를 허용해 주십시오.","교통/건축/국토","2020-04-09","404"
"3788","441167","코로나19로인한 경제 대책","경제민주화","2020-04-09","241"
"3789","441166","전국 약국에서 전면적으로 판매될 공적 마스크의 건강보험 적용을 청원합니다.","보건복지","2020-04-09","461"
"3790","441165","코로나19 소상공인 정부지원 업종 차별 철폐","경제민주화","2020-04-09","1,258"
"3791","441164","원주시민을 죽이는 돌 파쇄기 공장을 막아주세요.","안전/환경","2020-04-09","2,635"
"3792","441163","코로나19 마스크 배부 다른 방법을 제안하고 싶습니다","보건복지","2020-04-09","368"
"3793","441162","저는 음악학원 강사입니다.","육아/교육","2020-04-09","583"
"3794","441161","억울해요 코로나터진마당에 음식재탕이라니요","일자리","2020-04-09","282"
"3795","441160","텔레그램 아동.청소년 성노예 사건 철저한 수사 및 처벌 촉구합니다!!","안전/환경","2020-04-09","348,634"
"3796","441159","우리들의 방학을 돌려주세요 .","육아/교육","2020-04-09","422"
"3797","441158","코로나19 사태로 인한 청년내일채움공제 재가입 기간 연장을 청원합니다!","행정","2020-04-09","144"
"3798","441157","코로나로 방과후강사 생계가 막막합니다","일자리","2020-04-09","3,487"
"3799","441156","개학 후 학생들 마스크 학교에서 지급하고 스쿨뱅킹으로 결제하기","보건복지","2020-04-09","493"
"3800","441155","코로나 소상공인 지원금 개인회생중인 사업자도 받을수 있게 해주세요","일자리","2020-04-09","435"
"3801","441154","마스크 5부제  시행시  미성년자 동행 조건은 철회해 주세요!","보건복지","2020-04-09","286"
"3802","441153","약안주는 약국","보건복지","2020-04-09","204"
"3803","441152","호소합니다.한번만 꼭 읽어주세요.","기타","2020-04-09","456"
"3804","441151","방송인 김어준을 공중파 방송에서 퇴출하라","문화/예술/체육/언론","2020-04-09","29,256"
"3805","441150","요양병원의 의료사고 , 저희 할아버지의 억울함을 풀어주세요","보건복지","2020-04-09","743"
"3806","441149","개학을 연기하고 휴업단계를 3단계로 올려주세요","육아/교육","2020-04-08","113,495"
"3807","441148","박근혜 대통령 석방 청원","정치개혁","2020-04-08","10,082"
"3808","441147","박근혜 불법선거운동 수사와 처벌을 원합니다","정치개혁","2020-04-08","9,077"
"3809","441146","정의당 정당해산를 촉구합니다.","정치개혁","2020-04-08","2,655"
"3810","441145","신천지 수사 지시를 거부하는 윤석열 검찰총장 감찰을 청원합니다.","정치개혁","2020-04-08","10,161"
"3811","441144","신천지 압수수색 시간끌며 코로나 확산 방조한 윤석열 검찰총장 해임 청원","보건복지","2020-04-08","5,689"
"3812","441143","(주)지오영이 마스크 공적조달 유통업체로 선정된 배경에 대한 해명 요구합니다.","정치개혁","2020-04-08","7,807"
"3813","441142","서울시민의 세금으로 운영되는 tbs방송의 김어준씨 퇴출 청원합니다","문화/예술/체육/언론","2020-04-08","44,512"
"3814","441141","특수고용직 건설기계노동자의 건설기계 할부금 및 연체이자를 2개월 이상 유예해주십시오.","기타","2020-04-08","982"
"3815","441140","국난 극복을 위해 국민 모두에게 100만 원을 지급해 주세요","성장동력","2020-04-08","2,021"
"3816","441139","대구경북 잠재적 확진자취급하는 타지역 병원의 진료거부를 막아주세요","보건복지","2020-04-08","888"
"3817","441138","강북구청의 코로나19감염병에대한 소극적대처를 처벌하라","행정","2020-04-08","1,835"
"3818","441137","대구광역시의 대구시장을 비롯한 코로나-19 관련 담당자들을 경질하여 주십시오.","보건복지","2020-04-08","1,937"
"3819","441136","코로나19 치료에 대안이 있습니다. 임상시도(Clinical trial)를 위한 대통령님의 빠른 용단이 필요합니다.","보건복지","2020-04-08","7,532"
"3820","441135","익산시 축구공원인가요 축구협회 공원인가요?","문화/예술/체육/언론","2020-04-08","171"
"3821","441134","코로나 확진자가 다녀갔어요","보건복지","2020-04-08","530"
"3822","441133","부산시장의 학원휴원 언사에 관한 의견","육아/교육","2020-04-08","910"
"3823","441132","이탈리아 밀라노도 전세기 지원을 부탁드립니다!","외교/통일/국방","2020-04-08","3,047"
"3824","441131","타다금지법 거부권행사 하지마세요!","교통/건축/국토","2020-04-08","6,200"
"3825","441130","직원들 급여줄돈이 없습니다 자영업자도 살려주세요","일자리","2020-04-08","650"
"3826","441129","대한민국 헌법 개정안 접수에 대해 재고를 요청합니다.","정치개혁","2020-04-08","1,649"
"3827","441128","천안의쉼터 일봉산개발을 반대합니다.","교통/건축/국토","2020-04-08","276"
"3828","441127","저는 대구 시민입니다! 꼭 좀 읽어주세요. 다들알고 계셨나요?","보건복지","2020-04-08","707"
"3829","441126","국 공립 유초중고특수학교에서 근무하는 특수교육지도사들의 생계를 위협하는 교육부와 교육청지침을 막아주세요","인권/성평등","2020-04-08","5,114"
"3830","441125","대통령님, 유은혜 장관님 긴급돌봄 말고 가족돌봄 휴가를 의무적으로라도 쓸수있게 해주세요","안전/환경","2020-04-08","690"
"3831","441124","생계를  위협받는 코로나 피해자의 진실","일자리","2020-04-08","367"
"3832","441123","총선 연기론에 대한 현실적 대안으로 마스크를 배부해주세요.","기타","2020-04-08","259"
"3833","441122","암환자 (중증등록환자)도 마스크 대리구매 가능하도록 해주세요","보건복지","2020-04-08","609"
"3834","441121","사업자들을 상대로 네이버 파워링크 월정액 및 사기를 치는 마케팅 업체들을 강력히 벌하여 주소서","기타","2020-04-08","328"
"3835","441120","대구 고교 1, 2학년 무상급식 실시  요청합니다","육아/교육","2020-04-08","371"
"3836","441119","아버지께서 베트남 구치소에 혐의로 1년째 갇혀 조사중입니다.","기타","2020-04-08","2,037"
"3837","441118","국군장병 보건용 마스크지급량 축소를 반대합니다.","외교/통일/국방","2020-04-08","616"
"3838","441117","마스크 대란, MB필터만 고집하지말고 나노필터도 고려해주시기 바랍니다.","보건복지","2020-04-08","2,653"
"3839","441116","기초자치단체장(시장.군수)이 독재로 지역균형저해하면 시장직 상실을 추진해 주세요","행정","2020-04-08","359"
"3840","441115","가짜 '채무자 회생 및 파산에 관한 법률 일부 개정 법률안'이 본래 진정한 취지에 맞게 <진짜 법안> 이 되도록 정부가 적극 개입해주세요!","인권/성평등","2020-04-08","610"
"3841","441114","동작구청, 우리 아이가 코로나19에 감염되든 말든 아이를 데리고 가서 진단서를 끊어 오라합니다.","육아/교육","2020-04-08","279"
"3842","441113","공직 선거법 일부 개정법률안  대통령 거부권 행사를 청원합니다.","정치개혁","2020-04-08","1,602"
"3843","441112","국방부장관은 외부의 접촉이 없는 영내 장병들의 종교행사권을 보장하라.","외교/통일/국방","2020-04-08","364"
"3844","441111","진도항(팽목항)배후지 석탄재 폐기물 매립 막아주세요.","안전/환경","2020-04-08","498"
"3845","441110","억울합니다","인권/성평등","2020-04-08","971"
"3846","441109","병의원약타기  보호자가 탈수도 있게 해주세요","보건복지","2020-04-08","204"
"3847","441108","청량리588, 성매매 집창촌을 보존하려는 서울시의 사업계획을 전면 철회해 주세요","교통/건축/국토","2020-04-08","2,259"
"3848","441107","코로나 피해기업 실질적 세정지원 요청(4대보험,원천세 납부유예 및 경감등..)","행정","2020-04-08","205"
"3849","441106","안전하고 체계적인 지원 하의 긴급돌봄이 이뤄질 수 있도록 해주세요.","육아/교육","2020-04-08","8,922"
"3850","441105","교육부는 학교가 학생들에게 마스크 일괄지급해 줄 것을  부탁드립니다.","안전/환경","2020-04-08","4,918"
"3851","441104","초 중  고등학생들  마스크 학교에서  수령","보건복지","2020-04-08","674"
"3852","441103","위기단계 ‘심각‘의 전염병 발생시 법정 수업일수 축소를 위한 관련법 개정을 청원합니다.","육아/교육","2020-04-08","1,075"
"3853","441102","국회의원 세비를 반납하십시요~!!!","기타","2020-04-08","2,033"
"3854","441101","말기암 환자들(중증환자 등록)에게 마스크 좀 무료로 나눠주십시오.","보건복지","2020-04-08","1,866"
"3855","441100","(코로나19현대구상황) 코로나19 대응FLOW 및 코로나피해소상공인대책안 전면수정요청건","보건복지","2020-04-08","350"
"3856","441099","코로나사태를 이용한 어린이집 원장들의 폭리","육아/교육","2020-04-08","1,841"
"3857","441098","긴급돌봄을 멈춰주세요. 모든 국민을 보호해주세요.","보건복지","2020-04-08","691"
"3858","441097","영광 혈세 24억 낭비! 더 이상 두고볼 수 없습니다!","행정","2020-04-08","235"
"3859","441096","패션 마스크까지 수출 금지는 부당합니다","행정","2020-04-08","914"
"3860","441095","휴원기간 종료전 어린이집교사 코로나 검사 지원대책 마련촉구","육아/교육","2020-04-08","334"
"3861","441094","코로나 양육 수당 7세이하 말고, 초중고생에게 지원해주세요.","보건복지","2020-04-08","560"
"3862","441093","코로나 19사태로 어려움을 겪고 있는 서민, 자영업자를 위한 신협등 제2금융권 금융지원 요청","보건복지","2020-04-08","439"
"3863","441092","마스크 대란에  대처하는 법","보건복지","2020-04-08","162"
"3864","441091","(코로나 확산 예방을 위해) 개학이 연기된 수업일수 만큼 감축을 요청합니다.","육아/교육","2020-04-08","1,237"
"3865","441090","세대주에게 직접 전자서명 받는 방식을 차용 (마스크 세대 직접 지급 시) (3탄)","보건복지","2020-04-08","211"
"3866","441089","개성공단에서 마스크 만들기","보건복지","2020-04-08","881"
"3867","441088","대구 경북 지역에 플라즈마 활성수를 지원할 방법을 알려주세요.","보건복지","2020-04-08","155"
"3868","441087","코로나19 재난 ""국민마스크 공급' 하루속히 세계최고의 주민등록관리시스템인 ""지자체(읍면동)""로  일원화 바랍니다.","행정","2020-04-08","416"
"3869","441086","캠핑카튜닝 개별소비세법을 개선해주세요","행정","2020-04-08","3,311"
"3870","441085","일제의 잔재 유치원을 유아학교로 개정하고 학교로서 정체성을 확립하게 해주세요.","육아/교육","2020-04-08","2,827"
"3871","441084","코로나19 관련 자영업자의 기존 대출금 상환의무 일시중지(4개월간) 및 대출기간 자동연장 지원요청","행정","2020-04-08","233"
"3872","441083","아동수당 40만원 정책을  다시한번 생각 부탁드립니다.","보건복지","2020-04-08","813"
"3873","441082","코로나19 사회적거리두기 단축근무 시행요청","기타","2020-04-08","173"
"3874","441081","평택고덕신도시 아이들다닐 가까운 초등학교가 없습니다","육아/교육","2020-04-08","357"
"3875","441080","학원 휴원 강제압력은 국민의 생계를 위협하는 일입니다.","행정","2020-04-08","14,056"
"3876","441079","자영업자를 위한 실질적인 지원, '기본 소득' 지원에 대해 고려 부탁드립니다.","일자리","2020-04-08","538"
"3877","441078","고위 공무원 이상은 한 달 월급을 어려움에 처해 있는 국민들을 위해","보건복지","2020-04-08","334"
"3878","441077","학원업 휴원시 임대료/관리비는 감면해주세요","육아/교육","2020-04-08","366"
"3879","441076","공적마스크 가구당 세대수별 유상으로 균등공급해 주십시오","기타","2020-04-08","358"
"3880","441075","마스크 대리구매 범위 확대","행정","2020-04-08","396"
"3881","441074","5부제 마스크!! 문제 해결의 핵심은 불안감부터 없애야 합니다.","보건복지","2020-04-08","141"
"3882","441073","대구시 긴급보육 어린이집 보육교사","육아/교육","2020-04-08","201"
"3883","441072","긴급보육,돌봄 교사들도 보호해주세요.","육아/교육","2020-04-08","3,593"
