"","numbers","contents","categories","dates","peoples"
"6581","438384","비정규직 정규직 전환 답이 이건가?","일자리","2019-12-25","171"
"6582","438383","국민 혈세로 소중하게 지어진 울산 수산물소매시장  불합리한 입찰로 두번 상인을 울린다.","인권/성평등","2019-12-25","246"
"6583","438382","갑질 이상의 서울보증보험(주)을 질타해 주십시요.","교통/건축/국토","2019-12-25","183"
"6584","438381","두발로 입대해 휠체어를 타고 제대하게 생겨서 억울함을 호소합니다. 호소","인권/성평등","2019-12-25","1,047"
"6585","438380","강릉 수소탱크 폭발 사고, 피해자의 목소리를 들어주시기를 간곡히 부탁드립니다!","안전/환경","2019-12-25","8,073"
"6586","438379","강간으로 누명을 썻습니다 한번씩만 읽고 도와주세요.","인권/성평등","2019-12-25","527"
"6587","438378","악성댓글 관련 처벌 법안을 개선시켜주세요","문화/예술/체육/언론","2019-12-25","868"
"6588","438377","인터넷 실명제 도입을 원합니다.","행정","2019-12-25","740"
"6589","438376","갑질횡포와불법하도급 을 처리해주세요","교통/건축/국토","2019-12-25","144"
"6590","438375","3천만원 내고 나가랍니다","보건복지","2019-12-25","1,584"
"6591","438374","특목고, 자사고 폐지 정책 폐지해주세요.","육아/교육","2019-12-25","567"
"6592","438373","분당선 연장선이 기흥구 보라동에 확정되어 질 수있도록 2차 청원드립니다.","교통/건축/국토","2019-12-25","2,036"
"6593","438372","***차량 주행중 시동꺼짐 현상 조사 요청","교통/건축/국토","2019-12-24","170"
"6594","438371","아동학대 당한 아동에게 면접교섭을 제한해주세요.","육아/교육","2019-12-24","701"
"6595","438370","대리기사에게 갑질하는 외제차","인권/성평등","2019-12-24","576"
"6596","438369","국책과제 연구를 통해 이미 강력한 항암효과가 입증된 알벤다졸을  공적자금을 통해 항암 및 다양한 만성질환에 대한 임상을 진행해 주시길 청원 합니다.","보건복지","2019-12-24","1,364"
"6597","438368","양주시 남면 SRF열병합 발전소 건립 반대합니다","안전/환경","2019-12-24","2,923"
"6598","438367","사이버 범죄 및 악플에 대한 처벌을 강화해주시기 바랍니다.","기타","2019-12-24","29,425"
"6599","438366","환경을 지켜주세요!","안전/환경","2019-12-24","174"
"6600","438365","제왕으로 착각하는  조합장의 실상","농산어촌","2019-12-24","228"
"6601","438364","뺑소니인데뺑소니가아니다","교통/건축/국토","2019-12-24","179"
"6602","438363","[훈련사 폭행으로 사망한 반려견 더치사건] 동물보호법 강화 및 동물위탁관리에 대한 규제 강화 청원","반려동물","2019-12-24","49,130"
"6603","438362","교원능력평가 서술형 악플(인격 비하, 개인신상 비하)에 상처받는 교원들...","육아/교육","2019-12-24","564"
"6604","438361","김** 신부 공금횡령 고소건 재수사 요청","기타","2019-12-24","140"
"6605","438360","인천**구청의 ***의 구민 농락을 고발합니다","행정","2019-12-22","141"
"6606","438359","건강했던 10개월 아기가 죽고 산모도 죽을뻔 했습니다","육아/교육","2019-12-22","1,088"
"6607","438358","인터넷사기꾼 네이버법률로 공개를안해줍니다","기타","2019-12-22","196"
"6608","438357","우리나라의 환경을 위해서 ""이것""을 만들어 주세요.","안전/환경","2019-12-22","179"
"6609","438356","대기업의 ******의 횡포에 대해 말하고 싶습니다","기타","2019-12-22","165"
"6610","438355","2021년부터 카페에서 일회용컵 보증금제 부활?? 카페만 왜 피해를 입어야 합니까!!","안전/환경","2019-12-22","458"
"6611","438354","******터미널내에서 야드트랙터 운전하던 오빠가 사망한 이유를 알고 싶습니다       나의 오빠 찾아 주세요","기타","2019-12-22","764"
"6612","438353","**지역주택조합 및 업무대행사 사기행각 고발합니다","교통/건축/국토","2019-12-22","184"
"6613","438352","문재인대통령에게 막말한 한기총전**목사 구속수사해주세요","정치개혁","2019-12-22","9,347"
"6614","438351","공매도 세력의 주가 조작을 방치하는 금융위, 금감원, 거래소의 업무처리 규정을 바꿔주십시오","경제민주화","2019-12-22","404"
"6615","438350","한국형(개방형) OS 개발을 중지시켜 주십시오.","행정","2019-12-22","746"
"6616","438349","헌법을 무시하고, 국회를 무시하고, 국민을 무시하는 판사들 엄벌","정치개혁","2019-12-22","1,569"
"6617","438348","전과88범이  때려도 맞고 있어야 되나요?","행정","2019-12-22","9,147"
"6618","438347","장애인주제에 아무거나하지 장애인 고용공단 **지사","일자리","2019-12-22","964"
"6619","438346","대기업 보험사의 횡포를 막아주세요.","기타","2019-12-22","207"
"6620","438345","**렌트카 회사의 횡포를 고발합니다.","기타","2019-12-22","298"
"6621","438344","원장담임겸임제 폐지","육아/교육","2019-12-21","3,800"
"6622","438343","대전지법 **부 검사와 판사의 불법감금","인권/성평등","2019-12-21","659"
"6623","438342","65세이상 장애인활동지원 중단을 반대합니다","보건복지","2019-12-21","4,517"
"6624","438341","현실에 맞는 장애인 지원 및 법과 제도 수정을 요청합니다.","보건복지","2019-12-21","193"
"6625","438340","우리의 억울함을 풀어주세요","기타","2019-12-21","254"
"6626","438339","피해자가 의료사고 입증?   의료사고 관련 법령개정을 촉구합니다","보건복지","2019-12-21","1,745"
"6627","438338","수험생의 노력이 헛되지 않도록 수능 4교시 운영방식을 개선해주세요.","육아/교육","2019-12-21","4,254"
"6628","438337","A사 145만대 자동세척건조기 환불진행 해주세요","기타","2019-12-21","7,837"
"6629","438336","가업을 이어갈수 있도록","일자리","2019-12-20","186"
"6630","438335","라이엇 코리아의 그리핀, 조** 전 그리핀 대표, 김** 현 DRX 감독의 징계에 대한 재조사가 필요합니다.","문화/예술/체육/언론","2019-12-20","208,739"
"6631","438334","*** 코리아의 적폐 운영, 국회에서 제대로 조사해 주셨으면 합니다.","문화/예술/체육/언론","2019-12-20","3,135"
"6632","438333","인터넷 길거리 방송 일명 야방,야킹 금지 해주세요","안전/환경","2019-12-20","1,068"
"6633","438332","지방자치부패청산과 검찰개혁","행정","2019-12-20","363"
"6634","438331","강변북로 구리방면 성산,양화대교 램프 개선","교통/건축/국토","2019-12-20","137"
"6635","438330","30대 산재환자 전신마비인데 근로복지공단에서 치료를 종결하려고 합니다. 도와주세요.","보건복지","2019-12-20","1,299"
"6636","438329","A사 건조기 환불진행 해주세요..","기타","2019-12-20","2,723"
"6637","438328","감정노동자 보호법 시행 1년, 감정노동자들의 자존감은 지켜지고 있나요?","인권/성평등","2019-12-20","166"
"6638","438327","스쿨존 대형배달대행업체 허가를 막아주세요. 아이들의 안전이 위협받고 있습니다.","안전/환경","2019-12-20","1,043"
"6639","438326","LH신축 상가 부실공사 진상규명과 책임자 처벌을 청원합니다.","교통/건축/국토","2019-12-20","167"
"6640","438325","외면하지 않겠습니다. 20대는 문재인 대통령을 지지합니다.","기타","2019-12-20","6,255"
"6641","438324","새 임기 절반 시작 기념 이니굿즈 계획 검토를 청원합니다.","기타","2019-12-20","323"
"6642","438323","퇴직연금에 대한 근로자 선택권을 보장해주십시오","저출산/고령화대책","2019-12-20","371"
"6643","438322","**대 현직입학사정관과 입시코디업자와의 수시 입학 비리를 파헤쳐 주세요","육아/교육","2019-12-20","333"
"6644","438321","김포시 **초등학교 과밀학급 문제 해결 요청 건.","육아/교육","2019-12-20","217"
"6645","438320","토착세력으로부터 마을공동재산을 지켜주세요!","농산어촌","2019-12-20","345"
"6646","438319","학교를 다니는 청소년들을 위해 경기도 버스요금을 등교시간에만이라도 인하해주세요.","교통/건축/국토","2019-12-20","296"
"6647","438318","인천부평지역주택조합업무대행사연합공영을고발합니다","교통/건축/국토","2019-12-19","364"
"6648","438317","휴대폰을 이용한 본인인증 제도 폐지 혹은 개선을 청원합니다.","기타","2019-12-19","658"
"6649","438316","연금을 받게 해주십시요!","인권/성평등","2019-12-19","347"
"6650","438315","살인마 장대호(악질)를 사형시켜주십시요","기타","2019-12-19","429"
"6651","438314","수도권 서북부 광역교통망 개선대책인 지하철 3호선 대화-덕이-운정1-운정2의 직선화 노선으로 조속히 착공하여 개통시켜 주세요!","교통/건축/국토","2019-12-19","5,798"
"6652","438313","구제방법이 없습니다. 너무 억울합니다.","기타","2019-12-19","153"
"6653","438312","학생이 수업 빠지도록 조장하고 학부모를 기만하는 학교와 선생","육아/교육","2019-12-19","193"
"6654","438311","문재인 정부의 난맥상. 대표적 사례: 사학분쟁조정위원회와 교육부의 반(反)법치국가적 작태. 이를 그대로 두고 공정사회를 외치면 이는 헛구호입니다.","육아/교육","2019-12-19","148"
"6655","438310","다양한 이유로 인해 심리상담을 받지 못하는 국민들을 위해 심리상담에 관한 법을 제정 및 개정해 주세요.","보건복지","2019-12-19","444"
"6656","438309","키우지도 않았던 자식 팔아 양육비 목적으로 돈을 갈취한 친부의 처벌을 원합니다.","인권/성평등","2019-12-19","31,109"
"6657","438308","흥덕,동백지구 조정지역을 해지해주세요.","교통/건축/국토","2019-12-19","846"
"6658","438307","대한수영연맹협회에서 타일자재도 인증을 해주는건가요?","문화/예술/체육/언론","2019-12-19","153"
"6659","438306","가짜뉴스  언론사  순위(랭크) 정하기  및 검증단발족 제안","문화/예술/체육/언론","2019-12-19","469"
"6660","438305","올바른 아동 성교육으로 성폭력을 예방할 수 있게 해주세요.","육아/교육","2019-12-19","382"
"6661","438304","비료공장에 파는 연초박, 판매 금지 및 전수조사 요청합니다","안전/환경","2019-12-19","958"
"6662","438303","근무시간에 해서는 안될 행동을 하는 고위직 공무원의 민원인 희롱 사건을 고발합니다-직위파면을 청원합니다.","인권/성평등","2019-12-18","856"
"6663","438302","우리 생명과 직결되는 국민안전 분야에 대한 엄격한 적폐청산 요구합니다.","안전/환경","2019-12-18","237"
"6664","438301","고졸 9급 공무원 채용이 전국 시도별로 고르게 확대 되었으면 합니다.","일자리","2019-12-18","332"
"6665","438300","동물보호법 강화해주십시오","반려동물","2019-12-18","4,579"
"6666","438299","윤석렬 검찰총장을 직권남용 및 공무집행방해 죄로 처벌해주세요.","행정","2019-12-18","2,173"
"6667","438298","박근혜 석방을 반대 합니다","정치개혁","2019-12-18","3,600"
"6668","438297","부산광역시는 부산가치더[+]랩 사업을 일방적인 사업주체를 선정 및 졸속 행정에 대해 항의합니다.","정치개혁","2019-12-18","280"
"6669","438296","""내고향 농촌마을이 울고 있어요. 마을을 끼고 있는 주변 토지에 태양광발전시설을 하지 말아 주세요""","안전/환경","2019-12-18","241"
"6670","438295","***재벌 *** 집 앞에서 1인 시위하다 전직 경찰에게 전치 4주 폭행당했는데 검찰 반년 넘도록 수사하지 않습니다.","인권/성평등","2019-12-18","514"
"6671","438294","성추행가해자 ***** 이사장 재출마를 막아주세요!!","인권/성평등","2019-12-18","1,198"
"6672","438293","**그룹의 낯뜨거운 두 얼굴","경제민주화","2019-12-18","403"
"6673","438292","KBL프로농구 심판의 자질없는 자들의 승부조작 의심 경기 그들을 조사해주세요","문화/예술/체육/언론","2019-12-18","477"
